Family,Model,Verb,Command,Description,SCPI,SCPI (short),Arguments,Arg kind,Arg values,Instance params,Group,Subsystem,Returns,Return type,Return unit,Return fields,SCPI statements,Unverified,File
Distortion,Porta_one,SET,Set_Rat_Fmin,Selects the lower frequency display range for the sweep and bargraph displays,RATio:FMIN <value>,RAT:FMIN <value>,value,numeric,,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Lun,Selects the Ratio function Level measurement units,RATio:LUNit <value>,RAT:LUN <value>,value,enum,V; DBV; DBU; DBM; DBR; DBG; W; OFF,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Mmax,Selects the upper magnitude display range for the sweep and bargraph displays in currently selected units,RATio:MMAX <value>,RAT:MMAX <value>,value,numeric,,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Mmin,Selects the lower magnitude display range for the sweep and bargraph displays,RATio:MMIN <value>,RAT:MMIN <value>,value,numeric,,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Mode,"Selects the sensitivity mode for two channel level ratio measurements, either Mode 1 or Mode 2",RATio:MODE <value>,RAT:MODE <value>,value,enum,,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Spe,Selects the sweep speed,RATio:SPEed <value>,RAT:SPE <value>,value,enum,FAST; MED; SLOW,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Step,Selects the sweep mode or the number of sweep steps,RATio:STEPs <value>,RAT:STEP <value>,value,integer,,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Swpt,Specifies that either a frequency sweep or amplitude sweep is to be performed when the SWEEP START command is received,RATio:SWPType <value>,RAT:SWPT <value>,value,enum,FREQ; AMPL,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Rat_Unit,Selects either X/Y or dB units for the Ratio measurement function,RATio:UNIT <value>,RAT:UNIT <value>,value,enum,DB,,,RAT,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Hpas,Enables and disables the SINAD high pass filter,:SIN:HPAS <value>,,value,enum,ON; OFF,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Lpas,Selects the SINAD band pass filter ,SINad:LPASs <value>,SIN:LPAS <value>,value,enum,R22; Q22; R30; R80; R300,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Lun,Selects the measurement units for the Level measurement in the SINAD function,SINad:LUNit <value>,SIN:LUN <value>,value,enum,V; DBV; DBU; DBM; DBR; DBG; W; OFF,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Mmax,Selects the upper magnitude display range for the bargraph display,SINad:MMAX <value>,SIN:MMAX <value>,value,numeric,,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Mmin,Selects the lower magnitude display range for the bargraph display,SINad:MMIN <value>,SIN:MMIN <value>,value,numeric,,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Notc,Selects the center frequency for the tunable notch filter when TUNE is set to FIXTUNE,SINad:NOTChfreq <value>,SIN:NOTC <value>,value,unknown,,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Pres,Selects the PRESET setting to set both the generator frequency and the SINAD notch filter frequency to either 400 Hz (F400) or 1000 Hz (F1000),SINad:PRESet <value>,SIN:PRES <value>,value,enum,F400; F1000,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Tun,Selects the notch filter tuning mode for the SINAD function,SINad:TUNe <value>,SIN:TUN <value>,value,enum,GENT; FIXT; OFF,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Sin_Unit,Selects the default dB measurement units for the SINAD meter,SINad:UNIT <value>,SIN:UNIT <value>,value,enum,DB,,,SIN,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Amax,"For the Access instrument, this command sets the maximum amplitude level for an amplitude sweep of the analog generator when the SWPType command is set to AMPL",:THD:AMAX <value>,,value,numeric,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Amin,"For the Access instrument, this command sets the minimum amplitude level for an amplitude sweep of the analog generator when the SWPType command is set to AMPL",THD:AMIN <value>,,value,numeric,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Ext,Selects glide or step in external sweep mode,THD:EXTernal <value>,THD:EXT <value>,value,bool,OFF; ON,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Filt,"Selects the filter for the THD function, identical to the front-panel selection",THD:FILTer <value>,THD:FILT <value>,value,enum,WTD; UNWT; AVER,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Fmax,Selects the upper frequency display range for the sweep display,THD:FMAX <value>,,value,numeric,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Fmin,Selects the lower frequency display range for the sweep display,THD:FMIN <value>,,value,numeric,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Hpas,Enables and disables the high pass filter,THD:HPASs <value>,THD:HPAS <value>,value,enum,ON; OFF,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Lpas,Selects the band pass filter when the UNWTD filter is selected,THD:LPASs <value>,THD:LPAS <value>,value,enum,R22; Q22; R30; R80; R300,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Lun,Selects the measurement units for the Level measurement in the THD function,THD:LUNit <value>,THD:LUN <value>,value,enum,V; DBV; DBU; DBM; DBR; DBG; W; OFF,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Mmax,Selects the upper magnitude display range for the sweep and bargraph displays in currently selected units,THD:MMAX <value>,,value,numeric,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Mmin,Selects the lower magnitude display range for the sweep and bargraph displays,THD:MMIN <value>,,value,numeric,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Notc,Selects the center frequency for the tunable notch filter when TUNE is set to FIXTUNE,THD:NOTChfreq <value>,THD:NOTC <value>,value,unknown,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Spe,Selects the sweep speed,THD:SPEed <value>,THD:SPE <value>,value,enum,FAST; MED; SLOW,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Step,Selects the sweep mode or the number of sweep steps,THD:STEPs <value>,THD:STEP <value>,value,integer,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Swpt,Specifies that either a frequency sweep or amplitude sweep is to be performed when the SWEEP START command is received,THD:SWPType <value>,THD:SWPT <value>,value,enum,FREQ; AMPL,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Tun,Selects the notch filter tuning mode for the THD function,THD:TUNe <value>,THD:TUN <value>,value,enum,AUT; GENT; FIXT,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Unit,Selects the measurement units for the THD function,THD:UNIT <value>,,value,enum,PCT; DB; V; DBV; DBU; DBM; DBR,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Thd_Wtd,Selects the weighting filter for the THD+N function when the WTD filter is selected,THD:WTD <value>,,value,unknown,,,,THD,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Det,Selects the W+F detector,:WF:DET <value>,,value,enum,IEC; NAB; JIS,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Filt,Selects the W+F weighted or unweighted filters,WF:FILTer <value>,WF:FILT <value>,value,enum,WTD; UNWT,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Lun,Selects the measurement units for the Level measurement in the W+F function,WF:LUNit <value>,WF:LUN <value>,value,enum,V; DBV; DBU; DBM; DBR; DBG; W; OFF,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Mmax,Selects the upper magnitude display range for the bargraph display,WF:MMAX <value>,,value,numeric,,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Mmin,Selects the lower magnitude display range for the bargraph display,WF:MMIN <value>,,value,numeric,,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Resp,Selects the measurement response mode for W+F measurements,WF:RESPonse <value>,WF:RESP <value>,value,enum,PEAK; SIG2,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Unit,Selects the default percent measurement units for the W+F meter,WF:UNIT <value>,,value,enum,PCT,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Wf_Wfun,Selects the W+F function frequency meter units and reference frequency for frequency deviation measurements,WF:WFUNit <value>,WF:WFUN <value>,value,enum,HZ; DPCT3000; DPCT3150; OFF,,,WF,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Amax,"For the Access instrument, this command sets the maximum amplitude level for an amplitude sweep of the analog generator when the SWPType command is set to AMPL",:XTAL:AMAX <value>,,value,numeric,,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Amin,"For the Access instrument, this command sets the minimum amplitude level for an amplitude sweep of the analog generator when the SWPType command is set to AMPL",XTALk:AMIN <value>,XTAL:AMIN <value>,value,numeric,,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Ext,Returns the current external sweep settling mode,XTALk:EXTernal <value>,XTAL:EXT <value>,value,bool,OFF; ON,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Fmax,Selects the upper frequency display range for the sweep and bargraph displays,XTALk:FMAX <value>,XTAL:FMAX <value>,value,numeric,,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Fmin,Selects the lower frequency display range for the sweep and bargraph displays,XTALk:FMIN <value>,XTAL:FMIN <value>,value,numeric,,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Lun,Selects the level measurement units for the XTALK function,XTALk:LUNit <value>,XTAL:LUN <value>,value,enum,V; DBV; DBU; DBM; DBR; DBG; W; OFF,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Mmax,Selects the upper magnitude display range for the sweep and bargraph displays in currently selected units,XTALk:MMAX <value>,XTAL:MMAX <value>,value,numeric,,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Mmin,Selects the lower magnitude display range for the sweep and bargraph displays,XTALk:MMIN <value>,XTAL:MMIN <value>,value,numeric,,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Spe,Selects the sweep speed,XTALk:SPEed <value>,XTAL:SPE <value>,value,enum,FAST; MED; SLOW,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Step,Selects the sweep mode or the number of sweep steps,XTALk:STEPs <value>,XTAL:STEP <value>,value,integer,,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Swpt,Specifies that either a frequency sweep or amplitude sweep is to be performed when the SWEEP START command is received,XTALk:SWPType <value>,XTAL:SWPT <value>,value,enum,FREQ; AMPL,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Distortion,Porta_one,SET,Set_Xtal_Unit,Selects the XTALK measurement units,XTALk:UNIT <value>,XTAL:UNIT <value>,value,enum,V; DBV; DBU; DBM; DBR; DB,,,XTAL,,,,,1,yes,Distortion/Porta_one/commands.json
Generator,33210A,DO,AM_State_OFF,AM State OFF,AM:STATe OFF,AM:STAT OFF,,,,,Modulation Control,Modulation,,,,,1,,Generator/33210A/commands.json
Generator,33210A,DO,AM_State_ON,AM State ON,AM:STATe ON,AM:STAT ON,,,,,Modulation Control,Modulation,,,,,1,,Generator/33210A/commands.json
Generator,33210A,DO,Clear_Text,Clear Text,DISPlay:TEXT:CLEar,DISP:TEXT:CLE,,,,,System Actions,System,,,,,1,,Generator/33210A/commands.json
Generator,33210A,DO,Do_Am_Internal,AM Commands,AM:INTernal,AM:INT,,,,,,AM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Apply_Noise,Using the APPLy Command,APPLy:NOISe,APPL:NOIS,,,,,,APPL,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Apply_Ramp,Output Frequency,APPL:RAMP,,,,,,,APPL,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Apply_User,Do apply user,APPL:USER,,,,,,,APPL,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Calibration_Secure_Code,Calibration Commands,CAL:SECure:CODE,CAL:SEC:CODE,,,,,,CAL,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Cls,Do cls,*CLS,,,,,,,Common,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Data_Copy,Arbitrary Waveform Commands,DATA:COPY,,,,,,,DATA,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Data_Dac,Arbitrary Waveform Commands,DATA:DAC,,,,,,,DATA,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Data_Delete,Arbitrary Waveform Commands,DATA:DEL,,,,,,,DATA,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Fm_Internal,FM Commands,FM:INTernal,FM:INT,,,,,,FM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Fm_Internal_Function,Modulating Waveform Shape,FM:INTernal:FUNCtion,FM:INT:FUNC,,,,,,FM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Function_Pulse,Pulse Configuration Commands,FUNC:PULS,,,,,,,FUNC,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Function_Ramp,frequency reduced for ramp function,FUNC:RAMP,,,,,,,FUNC,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Function_Shape,Do function shape,FUNCtion:SHAPe,FUNC:SHAP,,,,,,FUNC,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Gate_Polarity,Do gate polarity,GATE:POLarity,GATE:POL,,,,,,GATE,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Internal_Period,Do internal period,INTernal:PERiod,INT:PER,,,,,,INT,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Klock_State,System-Related Commands,:KLOCk:STATe,:KLOC:STAT,,,,,,KLOC,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Lan_Ipaddress,Do lan ipaddress,LAN:IPADdress,LAN:IPAD,,,,,,LAN,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Lan_Mediasense,Do lan mediasense,LAN:MEDiasense,LAN:MED,,,,,,LAN,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Lan_Netbios,Do lan netbios,LAN:NETBios,LAN:NETB,,,,,,LAN,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Lan_Telnet_Prompt,Do lan telnet prompt,LAN:TELNet:PROM,LAN:TELN:PROM,,,,,,LAN,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Lan_Telnet_Wmessage,Do lan telnet wmessage,LAN:TELNet:WMES,LAN:TELN:WMES,,,,,,LAN,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Memory_State,State Storage Commands,MEMory:STATe,MEM:STAT,,,,,,MEM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Memory_State_Delete,Do memory state delete,MEMory:STATe:DELete,MEM:STAT:DEL,,,,,,MEM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Opc,Do opc,*OPC,,,,,,,Common,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Phase_Reference,Phase-Lock Commands,PHASe:REFerence,PHAS:REF,,,,,,PHAS,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Pm_Internal,PM Commands,PM:INTernal,PM:INT,,,,,,PM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Pm_Internal_Function,Modulating Waveform Shape,PM:INTernal:FUNCtion,PM:INT:FUNC,,,,,,PM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Pulse_Transition,Do pulse transition,PULSe:TRANsition,PULS:TRAN,,,,,,PULS,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Pulse_Width,Do pulse width,PULSe:WIDTh,PULS:WIDT,,,,,,PULS,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Pwm_Internal,PWM Commands,PWM:INTernal,PWM:INT,,,,,,PWM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Pwm_Internal_Function,Modulating Waveform Shape,PWM:INTernal:FUNCtion,PWM:INT:FUNC,,,,,,PWM,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_Secure_Code,Calibration Commands,:SECure:CODE,:SEC:CODE,,,,,,SEC,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_State_Preset,Status Reporting Commands,STATus:PRESet,STAT:PRES,,,,,,STAT,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_State_Questionable,Do state questionable,STATus:QUEStionable,STAT:QUES,,,,,,STAT,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_System_Beeper,Do system beeper,SYSTem:BEEPer,SYST:BEEP,,,,,,SYST,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_System_Communicate_Lan,Interface Configuration Commands,SYSTem:COMMunicate:LAN,SYST:COMM:LAN,,,,,,SYST,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_System_Communicate_Rlstate,Interface Configuration Commands,SYSTem:COMMunicate:RLSTate,SYST:COMM:RLST,,,,,,SYST,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_System_Klock_State,Do system klock state,SYSTem:KLOCk:STATe,SYST:KLOC:STAT,,,,,,SYST,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_System_Local,Interface Configuration Commands,SYSTem:LOCal,SYST:LOC,,,,,,SYST,,,,,1,yes,Generator/33210A/commands.json
Generator,33210A,DO,Do_System_Remote,Interface Configuration Commands,SYSTem:REMote,SYST:REM,,,,,,SYST,,,,,1,yes,Generator/33210A/commands.json
